"eventId","subEventName","tags","playerId","positions","matchId","eventName","teamId","matchPeriod","eventSec","subEventId","id","tagsList","pos_orig_y","pos_orig_x","pos_dest_y","pos_dest_x","period_order","possession_id","case:concept:name","concept:name","time:timestamp","org:resource"
1,"Air duel","[{'id': 701}, {'id': 1802}]",3384,"[{'y': 84, 'x': 66}, {'y': 91, 'x': 55}]",2057984,"Duel","Mexico","1H",942.45535,10,258948272,"[701, 1802]",84,66,91,55,1,118,118,"Air duel","1970-01-01 00:00:00.000000942","A. Guardado"
8,"Simple pass","[{'id': 1801}]",14723,"[{'y': 9, 'x': 45}, {'y': 8, 'x': 80}]",2057984,"Pass","Germany","1H",943.708259,85,258948116,"[1801]",9,45,8,80,1,119,119,"Simple pass","1970-01-01 00:00:00.000000943","T. Kroos"
8,"Simple pass","[{'id': 1801}]",3319,"[{'y': 8, 'x': 80}, {'y': 40, 'x': 74}]",2057984,"Pass","Germany","1H",950.969196,85,258948120,"[1801]",8,80,40,74,1,119,119,"Simple pass","1970-01-01 00:00:00.000000950","M. Özil"
10,"Shot","[{'id': 402}, {'id': 2101}, {'id': 1802}]",14723,"[{'y': 40, 'x': 74}, {'y': 0, 'x': 0}]",2057984,"Shot","Germany","1H",953.432046,100,258948123,"[402, 2101, 1802]",40,74,0,0,1,119,119,"Shot","1970-01-01 00:00:00.000000953","T. Kroos"
7,"Touch","[{'id': 1401}]",14732,"[{'y': 37, 'x': 83}, {'y': 34, 'x': 98}]",2057984,"Others on the ball","Germany","1H",955.677773,72,258948124,"[1401]",37,83,34,98,1,119,119,"Touch","1970-01-01 00:00:00.000000955","T. Müller"
3,"Goal kick","[]",25816,"[{'y': 100, 'x': 100}, {'y': 10, 'x': 55}]",2057984,"Free Kick","Mexico","1H",986.200601,34,258948288,,100,100,10,55,1,120,120,"Goal kick","1970-01-01 00:00:00.000000986","G. Ochoa"
1,"Air duel","[{'id': 703}, {'id': 1801}]",14732,"[{'y': 90, 'x': 45}, {'y': 100, 'x': 35}]",2057984,"Duel","Germany","1H",989.18621,10,258948125,"[703, 1801]",90,45,100,35,1,121,121,"Air duel","1970-01-01 00:00:00.000000989","T. Müller"
1,"Air duel","[{'id': 701}, {'id': 1802}]",336178,"[{'y': 10, 'x': 55}, {'y': 0, 'x': 65}]",2057984,"Duel","Mexico","1H",989.301299,10,258948291,"[701, 1802]",10,55,0,65,1,122,122,"Air duel","1970-01-01 00:00:00.000000989","J. Gallardo"
3,"Throw in","[{'id': 1801}]",336178,"[{'y': 0, 'x': 65}, {'y': 34, 'x': 69}]",2057984,"Free Kick","Mexico","1H",1003.175219,36,258948294,"[1801]",0,65,34,69,1,122,122,"Throw in","1970-01-01 00:00:00.000001003","J. Gallardo"
1,"Air duel","[{'id': 701}, {'id': 1802}]",14862,"[{'y': 66, 'x': 31}, {'y': 69, 'x': 27}]",2057984,"Duel","Germany","1H",1005.279499,10,258948127,"[701, 1802]",66,31,69,27,1,123,123,"Air duel","1970-01-01 00:00:00.000001005","J. Draxler"
1,"Air duel","[{'id': 703}, {'id': 1801}]",112459,"[{'y': 34, 'x': 69}, {'y': 31, 'x': 73}]",2057984,"Duel","Mexico","1H",1005.980041,10,258948297,"[703, 1801]",34,69,31,73,1,124,124,"Air duel","1970-01-01 00:00:00.000001005","H. Herrera"
8,"Launch","[{'id': 1401}, {'id': 1801}]",14716,"[{'y': 69, 'x': 27}, {'y': 91, 'x': 59}]",2057984,"Pass","Germany","1H",1006.686404,84,258948128,"[1401, 1801]",69,27,91,59,1,125,125,"Launch","1970-01-01 00:00:00.000001006","J. Boateng"
1,"Ground loose ball duel","[{'id': 702}, {'id': 1801}]",173214,"[{'y': 91, 'x': 59}, {'y': 100, 'x': 56}]",2057984,"Duel","Germany","1H",1009.52943,13,258948129,"[702, 1801]",91,59,100,56,1,125,125,"Ground loose ball duel","1970-01-01 00:00:00.000001009","T. Werner"
1,"Ground loose ball duel","[{'id': 702}, {'id': 1801}]",3795,"[{'y': 9, 'x': 41}, {'y': 0, 'x': 44}]",2057984,"Duel","Mexico","1H",1009.831674,13,258948300,"[702, 1801]",9,41,0,44,1,126,126,"Ground loose ball duel","1970-01-01 00:00:00.000001009","H. Moreno"
3,"Throw in","[{'id': 1801}]",14732,"[{'y': 100, 'x': 56}, {'y': 75, 'x': 45}]",2057984,"Free Kick","Germany","1H",1019.725931,36,258948130,"[1801]",100,56,75,45,1,127,127,"Throw in","1970-01-01 00:00:00.000001019","T. Müller"
8,"Simple pass","[{'id': 1801}]",3318,"[{'y': 75, 'x': 45}, {'y': 77, 'x': 35}]",2057984,"Pass","Germany","1H",1025.346826,85,258948131,"[1801]",75,45,77,35,1,127,127,"Simple pass","1970-01-01 00:00:00.000001025","S. Khedira"
7,"Touch","[]",14716,"[{'y': 77, 'x': 35}, {'y': 78, 'x': 47}]",2057984,"Others on the ball","Germany","1H",1026.746917,72,258948132,,77,35,78,47,1,127,127,"Touch","1970-01-01 00:00:00.000001026","J. Boateng"
8,"Simple pass","[{'id': 1801}]",14716,"[{'y': 78, 'x': 47}, {'y': 95, 'x': 68}]",2057984,"Pass","Germany","1H",1031.178627,85,258948133,"[1801]",78,47,95,68,1,127,127,"Simple pass","1970-01-01 00:00:00.000001031","J. Boateng"
8,"Smart pass","[{'id': 901}, {'id': 1802}]",224593,"[{'y': 95, 'x': 68}, {'y': 92, 'x': 80}]",2057984,"Pass","Germany","1H",1033.577778,86,258948135,"[901, 1802]",95,68,92,80,1,128,128,"Smart pass","1970-01-01 00:00:00.000001033","J. Kimmich"
7,"Touch","[{'id': 1401}]",336178,"[{'y': 8, 'x': 20}, {'y': 11, 'x': 20}]",2057984,"Others on the ball","Mexico","1H",1034.558033,72,258948306,"[1401]",8,20,11,20,1,129,129,"Touch","1970-01-01 00:00:00.000001034","J. Gallardo"
1,"Ground loose ball duel","[{'id': 701}, {'id': 1802}]",173214,"[{'y': 89, 'x': 80}, {'y': 88, 'x': 73}]",2057984,"Duel","Germany","1H",1036.157527,13,258948136,"[701, 1802]",89,80,88,73,1,130,130,"Ground loose ball duel","1970-01-01 00:00:00.000001036","T. Werner"
1,"Ground loose ball duel","[{'id': 703}, {'id': 1801}]",336178,"[{'y': 11, 'x': 20}, {'y': 12, 'x': 27}]",2057984,"Duel","Mexico","1H",1036.157795,13,258948307,"[703, 1801]",11,20,12,27,1,131,131,"Ground loose ball duel","1970-01-01 00:00:00.000001036","J. Gallardo"
8,"Simple pass","[{'id': 1801}]",336178,"[{'y': 12, 'x': 27}, {'y': 11, 'x': 33}]",2057984,"Pass","Mexico","1H",1037.555382,85,258948309,"[1801]",12,27,11,33,1,131,131,"Simple pass","1970-01-01 00:00:00.000001037","J. Gallardo"
7,"Acceleration","[{'id': 1801}]",295156,"[{'y': 11, 'x': 33}, {'y': 31, 'x': 67}]",2057984,"Others on the ball","Mexico","1H",1039.78341,70,258948311,"[1801]",11,33,31,67,1,131,131,"Acceleration","1970-01-01 00:00:00.000001039","H. Lozano"
8,"Simple pass","[{'id': 1801}]",295156,"[{'y': 31, 'x': 67}, {'y': 53, 'x': 56}]",2057984,"Pass","Mexico","1H",1043.765314,85,258948312,"[1801]",31,67,53,56,1,131,131,"Simple pass","1970-01-01 00:00:00.000001043","H. Lozano"
1,"Ground attacking duel","[{'id': 503}, {'id': 703}, {'id': 1801}]",112459,"[{'y': 53, 'x': 56}, {'y': 49, 'x': 70}]",2057984,"Duel","Mexico","1H",1045.752108,11,258948313,"[503, 703, 1801]",53,56,49,70,1,131,131,"Ground attacking duel","1970-01-01 00:00:00.000001045","H. Herrera"
1,"Ground defending duel","[{'id': 504}, {'id': 1601}, {'id': 701}, {'id': 1802}]",14862,"[{'y': 47, 'x': 44}, {'y': 51, 'x': 30}]",2057984,"Duel","Germany","1H",1046.266598,12,258948142,"[504, 1601, 701, 1802]",47,44,51,30,1,132,132,"Ground defending duel","1970-01-01 00:00:00.000001046","J. Draxler"
8,"Simple pass","[{'id': 1801}]",112459,"[{'y': 49, 'x': 70}, {'y': 32, 'x': 92}]",2057984,"Pass","Mexico","1H",1047.816732,85,258948314,"[1801]",49,70,32,92,1,133,133,"Simple pass","1970-01-01 00:00:00.000001047","H. Herrera"
1,"Ground defending duel","[{'id': 702}, {'id': 1801}]",224593,"[{'y': 68, 'x': 8}, {'y': 66, 'x': 11}]",2057984,"Duel","Germany","1H",1051.162691,12,258948145,"[702, 1801]",68,8,66,11,1,134,134,"Ground defending duel","1970-01-01 00:00:00.000001051","J. Kimmich"
1,"Ground attacking duel","[{'id': 702}, {'id': 1801}]",7941,"[{'y': 32, 'x': 92}, {'y': 34, 'x': 89}]",2057984,"Duel","Mexico","1H",1051.638755,11,258948317,"[702, 1801]",32,92,34,89,1,135,135,"Ground attacking duel","1970-01-01 00:00:00.000001051","J. Hernández"
1,"Ground loose ball duel","[{'id': 703}, {'id': 1801}]",14795,"[{'y': 75, 'x': 9}, {'y': 77, 'x': 4}]",2057984,"Duel","Germany","1H",1054.097135,13,258948147,"[703, 1801]",75,9,77,4,1,136,136,"Ground loose ball duel","1970-01-01 00:00:00.000001054","M. Hummels"
7,"Touch","[]",7941,"[{'y': 34, 'x': 89}, {'y': 25, 'x': 91}]",2057984,"Others on the ball","Mexico","1H",1054.669171,72,258948319,,34,89,25,91,1,137,137,"Touch","1970-01-01 00:00:00.000001054","J. Hernández"
1,"Ground loose ball duel","[{'id': 701}, {'id': 1802}]",7941,"[{'y': 25, 'x': 91}, {'y': 23, 'x': 96}]",2057984,"Duel","Mexico","1H",1055.038738,13,258948320,"[701, 1802]",25,91,23,96,1,137,137,"Ground loose ball duel","1970-01-01 00:00:00.000001055","J. Hernández"
8,"Simple pass","[{'id': 1802}]",3318,"[{'y': 77, 'x': 4}, {'y': 73, 'x': 22}]",2057984,"Pass","Germany","1H",1057.810446,85,258948149,"[1802]",77,4,73,22,1,138,138,"Simple pass","1970-01-01 00:00:00.000001057","S. Khedira"
1,"Ground defending duel","[{'id': 702}, {'id': 1801}]",14723,"[{'y': 73, 'x': 22}, {'y': 64, 'x': 25}]",2057984,"Duel","Germany","1H",1060.542761,12,258948151,"[702, 1801]",73,22,64,25,1,138,138,"Ground defending duel","1970-01-01 00:00:00.000001060","T. Kroos"
1,"Ground attacking duel","[{'id': 1401}, {'id': 702}, {'id': 1801}]",112459,"[{'y': 27, 'x': 78}, {'y': 36, 'x': 75}]",2057984,"Duel","Mexico","1H",1060.546319,11,258948321,"[1401, 702, 1801]",27,78,36,75,1,139,139,"Ground attacking duel","1970-01-01 00:00:00.000001060","H. Herrera"
1,"Ground loose ball duel","[{'id': 703}, {'id': 1801}]",14732,"[{'y': 64, 'x': 25}, {'y': 62, 'x': 26}]",2057984,"Duel","Germany","1H",1061.136619,13,258948153,"[703, 1801]",64,25,62,26,1,140,140,"Ground loose ball duel","1970-01-01 00:00:00.000001061","T. Müller"
1,"Ground loose ball duel","[{'id': 701}, {'id': 1802}]",112459,"[{'y': 36, 'x': 75}, {'y': 38, 'x': 74}]",2057984,"Duel","Mexico","1H",1061.465986,13,258948322,"[701, 1802]",36,75,38,74,1,141,141,"Ground loose ball duel","1970-01-01 00:00:00.000001061","H. Herrera"
1,"Ground attacking duel","[{'id': 503}, {'id': 602}, {'id': 703}, {'id': 1801}]",14716,"[{'y': 62, 'x': 26}, {'y': 69, 'x': 26}]",2057984,"Duel","Germany","1H",1062.204584,11,258948157,"[503, 602, 703, 1801]",62,26,69,26,1,142,142,"Ground attacking duel","1970-01-01 00:00:00.000001062","J. Boateng"
1,"Ground defending duel","[{'id': 504}, {'id': 601}, {'id': 701}, {'id': 1802}]",112459,"[{'y': 38, 'x': 74}, {'y': 31, 'x': 74}]",2057984,"Duel","Mexico","1H",1062.213951,12,258948323,"[504, 601, 701, 1802]",38,74,31,74,1,143,143,"Ground defending duel","1970-01-01 00:00:00.000001062","H. Herrera"
2,"Foul","[]",112459,"[{'y': 31, 'x': 74}, {'y': 38, 'x': 74}]",2057984,"Foul","Mexico","1H",1063.75744,20,258948324,,31,74,38,74,1,143,143,"Foul","1970-01-01 00:00:00.000001063","H. Herrera"
3,"Free Kick","[{'id': 1801}]",14716,"[{'y': 65, 'x': 26}, {'y': 66, 'x': 35}]",2057984,"Free Kick","Germany","1H",1084.52672,31,258948158,"[1801]",65,26,66,35,1,144,144,"Free Kick","1970-01-01 00:00:00.000001084","J. Boateng"
8,"Simple pass","[{'id': 1801}]",14723,"[{'y': 66, 'x': 35}, {'y': 91, 'x': 38}]",2057984,"Pass","Germany","1H",1087.358883,85,258948159,"[1801]",66,35,91,38,1,144,144,"Simple pass","1970-01-01 00:00:00.000001087","T. Kroos"
8,"Simple pass","[{'id': 1801}]",3318,"[{'y': 91, 'x': 38}, {'y': 95, 'x': 48}]",2057984,"Pass","Germany","1H",1088.827871,85,258948160,"[1801]",91,38,95,48,1,144,144,"Simple pass","1970-01-01 00:00:00.000001088","S. Khedira"
8,"Simple pass","[{'id': 1801}]",224593,"[{'y': 95, 'x': 48}, {'y': 77, 'x': 39}]",2057984,"Pass","Germany","1H",1090.200398,85,258948161,"[1801]",95,48,77,39,1,144,144,"Simple pass","1970-01-01 00:00:00.000001090","J. Kimmich"
8,"Simple pass","[{'id': 1802}]",3318,"[{'y': 77, 'x': 39}, {'y': 79, 'x': 65}]",2057984,"Pass","Germany","1H",1091.664625,85,258948162,"[1802]",77,39,79,65,1,145,145,"Simple pass","1970-01-01 00:00:00.000001091","S. Khedira"
8,"High pass","[{'id': 1802}]",3795,"[{'y': 21, 'x': 35}, {'y': 0, 'x': 70}]",2057984,"Pass","Mexico","1H",1093.27384,83,258948326,"[1802]",21,35,0,70,1,146,146,"High pass","1970-01-01 00:00:00.000001093","H. Moreno"
3,"Throw in","[{'id': 1802}]",14716,"[{'y': 100, 'x': 21}, {'y': 96, 'x': 26}]",2057984,"Free Kick","Germany","1H",1102.925954,36,258948164,"[1802]",100,21,96,26,1,147,147,"Throw in","1970-01-01 00:00:00.000001102","J. Boateng"
3,"Throw in","[{'id': 1801}]",336178,"[{'y': 4, 'x': 74}, {'y': 15, 'x': 86}]",2057984,"Free Kick","Mexico","1H",1122.753566,36,258948328,"[1801]",4,74,15,86,1,148,148,"Throw in","1970-01-01 00:00:00.000001122","J. Gallardo"
8,"Simple pass","[{'id': 1801}]",3685,"[{'y': 15, 'x': 86}, {'y': 3, 'x': 87}]",2057984,"Pass","Mexico","1H",1125.093407,85,258948329,"[1801]",15,86,3,87,1,148,148,"Simple pass","1970-01-01 00:00:00.000001125","C. Vela"
8,"Simple pass","[{'id': 1801}]",336178,"[{'y': 3, 'x': 87}, {'y': 13, 'x': 85}]",2057984,"Pass","Mexico","1H",1126.20255,85,258948330,"[1801]",3,87,13,85,1,148,148,"Simple pass","1970-01-01 00:00:00.000001126","J. Gallardo"
8,"Cross","[{'id': 401}, {'id': 801}, {'id': 1802}]",3685,"[{'y': 13, 'x': 85}, {'y': 46, 'x': 90}]",2057984,"Pass","Mexico","1H",1127.301693,80,258948331,"[401, 801, 1802]",13,85,46,90,1,149,149,"Cross","1970-01-01 00:00:00.000001127","C. Vela"
7,"Clearance","[{'id': 1401}, {'id': 1801}]",14795,"[{'y': 54, 'x': 10}, {'y': 28, 'x': 32}]",2057984,"Others on the ball","Germany","1H",1128.039089,71,258948165,"[1401, 1801]",54,10,28,32,1,150,150,"Clearance","1970-01-01 00:00:00.000001128","M. Hummels"
1,"Ground attacking duel","[{'id': 502}, {'id': 703}, {'id': 1801}]",14862,"[{'y': 28, 'x': 32}, {'y': 20, 'x': 32}]",2057984,"Duel","Germany","1H",1131.304327,11,258948167,"[502, 703, 1801]",28,32,20,32,1,150,150,"Ground attacking duel","1970-01-01 00:00:00.000001131","J. Draxler"
1,"Ground defending duel","[{'id': 501}, {'id': 701}, {'id': 1802}]",255387,"[{'y': 72, 'x': 68}, {'y': 80, 'x': 68}]",2057984,"Duel","Mexico","1H",1131.377909,12,258948332,"[501, 701, 1802]",72,68,80,68,1,151,151,"Ground defending duel","1970-01-01 00:00:00.000001131","C. Salcedo"
2,"Hand foul","[]",255387,"[{'y': 80, 'x': 68}, {'y': 100, 'x': 100}]",2057984,"Foul","Mexico","1H",1132.793749,21,258948333,,80,68,100,100,1,151,151,"Hand foul","1970-01-01 00:00:00.000001132","C. Salcedo"
8,"Simple pass","[{'id': 1801}]",14795,"[{'y': 24, 'x': 28}, {'y': 39, 'x': 36}]",2057984,"Pass","Germany","1H",1153.970634,85,258948172,"[1801]",24,28,39,36,1,152,152,"Simple pass","1970-01-01 00:00:00.000001153","M. Hummels"
8,"Simple pass","[{'id': 1801}]",3318,"[{'y': 39, 'x': 36}, {'y': 26, 'x': 30}]",2057984,"Pass","Germany","1H",1155.382084,85,258948174,"[1801]",39,36,26,30,1,152,152,"Simple pass","1970-01-01 00:00:00.000001155","S. Khedira"
8,"Simple pass","[{'id': 1801}]",14795,"[{'y': 26, 'x': 30}, {'y': 58, 'x': 44}]",2057984,"Pass","Germany","1H",1158.579042,85,258948176,"[1801]",26,30,58,44,1,152,152,"Simple pass","1970-01-01 00:00:00.000001158","M. Hummels"
8,"Simple pass","[{'id': 1801}]",3318,"[{'y': 58, 'x': 44}, {'y': 94, 'x': 64}]",2057984,"Pass","Germany","1H",1160.702131,85,258948177,"[1801]",58,44,94,64,1,152,152,"Simple pass","1970-01-01 00:00:00.000001160","S. Khedira"
7,"Touch","[]",224593,"[{'y': 94, 'x': 64}, {'y': 75, 'x': 65}]",2057984,"Others on the ball","Germany","1H",1162.667391,72,258948181,,94,64,75,65,1,152,152,"Touch","1970-01-01 00:00:00.000001162","J. Kimmich"
8,"High pass","[{'id': 302}, {'id': 901}, {'id': 1801}]",224593,"[{'y': 75, 'x': 65}, {'y': 57, 'x': 89}]",2057984,"Pass","Germany","1H",1165.75936,83,258948182,"[302, 901, 1801]",75,65,57,89,1,152,152,"High pass","1970-01-01 00:00:00.000001165","J. Kimmich"
7,"Touch","[]",173214,"[{'y': 58, 'x': 89}, {'y': 54, 'x': 86}]",2057984,"Others on the ball","Germany","1H",1166.608467,72,258948196,,58,89,54,86,1,152,152,"Touch","1970-01-01 00:00:00.000001166","T. Werner"
1,"Ground loose ball duel","[{'id': 1601}, {'id': 701}, {'id': 1802}]",112777,"[{'y': 43, 'x': 11}, {'y': 42, 'x': 11}]",2057984,"Duel","Mexico","1H",1166.981895,13,258948334,"[1601, 701, 1802]",43,11,42,11,1,153,153,"Ground loose ball duel","1970-01-01 00:00:00.000001166","H. Ayala"
10,"Shot","[{'id': 401}, {'id': 201}, {'id': 1201}, {'id': 1801}]",173214,"[{'y': 54, 'x': 86}, {'y': 0, 'x': 0}]",2057984,"Shot","Germany","1H",1168.789669,100,258948198,"[401, 201, 1201, 1801]",54,86,0,0,1,154,154,"Shot","1970-01-01 00:00:00.000001168","T. Werner"
9,"Reflexes","[{'id': 1201}, {'id': 1801}]",25816,"[{'y': 100, 'x': 100}, {'y': 42, 'x': 11}]",2057984,"Save attempt","Mexico","1H",1170.579965,90,258948336,"[1201, 1801]",100,100,42,11,1,155,155,"Reflexes","1970-01-01 00:00:00.000001170","G. Ochoa"
8,"Simple pass","[{'id': 1801}]",255387,"[{'y': 74, 'x': 32}, {'y': 75, 'x': 38}]",2057984,"Pass","Mexico","1H",1179.498892,85,258948337,"[1801]",74,32,75,38,1,155,155,"Simple pass","1970-01-01 00:00:00.000001179","C. Salcedo"
1,"Ground defending duel","[{'id': 702}, {'id': 1801}]",14795,"[{'y': 25, 'x': 62}, {'y': 20, 'x': 62}]",2057984,"Duel","Germany","1H",1181.343165,12,258948200,"[702, 1801]",25,62,20,62,1,156,156,"Ground defending duel","1970-01-01 00:00:00.000001181","M. Hummels"
1,"Ground attacking duel","[{'id': 702}, {'id': 1801}]",3685,"[{'y': 75, 'x': 38}, {'y': 80, 'x': 38}]",2057984,"Duel","Mexico","1H",1181.460368,11,258948338,"[702, 1801]",75,38,80,38,1,157,157,"Ground attacking duel","1970-01-01 00:00:00.000001181","C. Vela"
1,"Ground defending duel","[{'id': 703}, {'id': 1801}]",14723,"[{'y': 20, 'x': 62}, {'y': 21, 'x': 58}]",2057984,"Duel","Germany","1H",1182.371685,12,258948203,"[703, 1801]",20,62,21,58,1,158,158,"Ground defending duel","1970-01-01 00:00:00.000001182","T. Kroos"
1,"Ground attacking duel","[{'id': 701}, {'id': 1802}]",3685,"[{'y': 80, 'x': 38}, {'y': 79, 'x': 42}]",2057984,"Duel","Mexico","1H",1182.576663,11,258948339,"[701, 1802]",80,38,79,42,1,159,159,"Ground attacking duel","1970-01-01 00:00:00.000001182","C. Vela"
7,"Touch","[]",14795,"[{'y': 21, 'x': 58}, {'y': 11, 'x': 59}]",2057984,"Others on the ball","Germany","1H",1183.249946,72,258948205,,21,58,11,59,1,160,160,"Touch","1970-01-01 00:00:00.000001183","M. Hummels"
1,"Ground attacking duel","[{'id': 504}, {'id': 703}, {'id': 1801}]",3685,"[{'y': 89, 'x': 41}, {'y': 89, 'x': 42}]",2057984,"Duel","Mexico","1H",1183.795288,11,258948340,"[504, 703, 1801]",89,41,89,42,1,161,161,"Ground attacking duel","1970-01-01 00:00:00.000001183","C. Vela"
1,"Ground defending duel","[{'id': 503}, {'id': 701}, {'id': 1802}]",14795,"[{'y': 11, 'x': 59}, {'y': 11, 'x': 58}]",2057984,"Duel","Germany","1H",1185.226233,12,258948207,"[503, 701, 1802]",11,59,11,58,1,162,162,"Ground defending duel","1970-01-01 00:00:00.000001185","M. Hummels"
2,"Foul","[]",14795,"[{'y': 11, 'x': 58}, {'y': 11, 'x': 59}]",2057984,"Foul","Germany","1H",1186.156124,20,258948208,,11,58,11,59,1,162,162,"Foul","1970-01-01 00:00:00.000001186","M. Hummels"
8,"Simple pass","[{'id': 1801}]",112366,"[{'y': 81, 'x': 35}, {'y': 53, 'x': 28}]",2057984,"Pass","Mexico","1H",1204.564087,85,258948342,"[1801]",81,35,53,28,1,163,163,"Simple pass","1970-01-01 00:00:00.000001204","M. Layún"
8,"Simple pass","[{'id': 1801}]",112777,"[{'y': 53, 'x': 28}, {'y': 26, 'x': 30}]",2057984,"Pass","Mexico","1H",1206.54972,85,258948343,"[1801]",53,28,26,30,1,163,163,"Simple pass","1970-01-01 00:00:00.000001206","H. Ayala"
8,"Simple pass","[{'id': 1801}]",3795,"[{'y': 26, 'x': 30}, {'y': 53, 'x': 14}]",2057984,"Pass","Mexico","1H",1209.788196,85,258948344,"[1801]",26,30,53,14,1,163,163,"Simple pass","1970-01-01 00:00:00.000001209","H. Moreno"
8,"Simple pass","[{'id': 1801}]",25816,"[{'y': 53, 'x': 14}, {'y': 82, 'x': 35}]",2057984,"Pass","Mexico","1H",1214.16845,85,258948345,"[1801]",53,14,82,35,1,163,163,"Simple pass","1970-01-01 00:00:00.000001214","G. Ochoa"
8,"Simple pass","[{'id': 1801}]",255387,"[{'y': 82, 'x': 35}, {'y': 65, 'x': 36}]",2057984,"Pass","Mexico","1H",1219.447672,85,258948346,"[1801]",82,35,65,36,1,163,163,"Simple pass","1970-01-01 00:00:00.000001219","C. Salcedo"
8,"Simple pass","[{'id': 1801}]",3384,"[{'y': 65, 'x': 36}, {'y': 79, 'x': 32}]",2057984,"Pass","Mexico","1H",1221.219291,85,258948347,"[1801]",65,36,79,32,1,163,163,"Simple pass","1970-01-01 00:00:00.000001221","A. Guardado"
8,"Simple pass","[{'id': 1801}]",255387,"[{'y': 79, 'x': 32}, {'y': 27, 'x': 27}]",2057984,"Pass","Mexico","1H",1222.759101,85,258948348,"[1801]",79,32,27,27,1,163,163,"Simple pass","1970-01-01 00:00:00.000001222","C. Salcedo"
8,"Simple pass","[{'id': 1801}]",3795,"[{'y': 27, 'x': 27}, {'y': 56, 'x': 31}]",2057984,"Pass","Mexico","1H",1228.804387,85,258948349,"[1801]",27,27,56,31,1,163,163,"Simple pass","1970-01-01 00:00:00.000001228","H. Moreno"
8,"Simple pass","[{'id': 1801}]",112777,"[{'y': 56, 'x': 31}, {'y': 23, 'x': 40}]",2057984,"Pass","Mexico","1H",1234.315419,85,258948350,"[1801]",56,31,23,40,1,163,163,"Simple pass","1970-01-01 00:00:00.000001234","H. Ayala"
8,"High pass","[{'id': 1802}]",3795,"[{'y': 23, 'x': 40}, {'y': 34, 'x': 88}]",2057984,"Pass","Mexico","1H",1237.59853,83,258948351,"[1802]",23,40,34,88,1,164,164,"High pass","1970-01-01 00:00:00.000001237","H. Moreno"
8,"Hand pass","[{'id': 1801}]",14712,"[{'y': 66, 'x': 12}, {'y': 69, 'x': 27}]",2057984,"Pass","Germany","1H",1243.370526,81,258948218,"[1801]",66,12,69,27,1,165,165,"Hand pass","1970-01-01 00:00:00.000001243","M. Neuer"
8,"Simple pass","[{'id': 1801}]",14716,"[{'y': 69, 'x': 27}, {'y': 68, 'x': 35}]",2057984,"Pass","Germany","1H",1245.527004,85,258948220,"[1801]",69,27,68,35,1,165,165,"Simple pass","1970-01-01 00:00:00.000001245","J. Boateng"
8,"Simple pass","[{'id': 1801}]",3318,"[{'y': 68, 'x': 35}, {'y': 72, 'x': 26}]",2057984,"Pass","Germany","1H",1246.54661,85,258948222,"[1801]",68,35,72,26,1,165,165,"Simple pass","1970-01-01 00:00:00.000001246","S. Khedira"
8,"Simple pass","[{'id': 1801}]",14716,"[{'y': 72, 'x': 26}, {'y': 92, 'x': 37}]",2057984,"Pass","Germany","1H",1248.65469,85,258948223,"[1801]",72,26,92,37,1,165,165,"Simple pass","1970-01-01 00:00:00.000001248","J. Boateng"
8,"Simple pass","[{'id': 1801}]",224593,"[{'y': 92, 'x': 37}, {'y': 76, 'x': 37}]",2057984,"Pass","Germany","1H",1253.324039,85,258948225,"[1801]",92,37,76,37,1,165,165,"Simple pass","1970-01-01 00:00:00.000001253","J. Kimmich"
8,"Simple pass","[{'id': 1801}]",14716,"[{'y': 76, 'x': 37}, {'y': 95, 'x': 62}]",2057984,"Pass","Germany","1H",1260.683318,85,258948227,"[1801]",76,37,95,62,1,165,165,"Simple pass","1970-01-01 00:00:00.000001260","J. Boateng"
7,"Touch","[]",3319,"[{'y': 95, 'x': 62}, {'y': 67, 'x': 71}]",2057984,"Others on the ball","Germany","1H",1262.058079,72,258948230,,95,62,67,71,1,165,165,"Touch","1970-01-01 00:00:00.000001262","M. Özil"
8,"Simple pass","[{'id': 1801}]",3319,"[{'y': 67, 'x': 71}, {'y': 95, 'x': 80}]",2057984,"Pass","Germany","1H",1269.170861,85,258948233,"[1801]",67,71,95,80,1,165,165,"Simple pass","1970-01-01 00:00:00.000001269","M. Özil"
8,"Simple pass","[{'id': 1801}]",224593,"[{'y': 95, 'x': 80}, {'y': 94, 'x': 88}]",2057984,"Pass","Germany","1H",1271.749603,85,258948242,"[1801]",95,80,94,88,1,165,165,"Simple pass","1970-01-01 00:00:00.000001271","J. Kimmich"
8,"Simple pass","[{'id': 1802}]",14732,"[{'y': 94, 'x': 88}, {'y': 90, 'x': 92}]",2057984,"Pass","Germany","1H",1273.19295,85,258948244,"[1802]",94,88,90,92,1,166,166,"Simple pass","1970-01-01 00:00:00.000001273","T. Müller"
7,"Clearance","[{'id': 1401}, {'id': 1802}]",336178,"[{'y': 10, 'x': 8}, {'y': 10, 'x': 30}]",2057984,"Others on the ball","Mexico","1H",1273.883911,71,258948352,"[1401, 1802]",10,8,10,30,1,167,167,"Clearance","1970-01-01 00:00:00.000001273","J. Gallardo"
7,"Touch","[{'id': 1401}]",3319,"[{'y': 90, 'x': 70}, {'y': 93, 'x': 69}]",2057984,"Others on the ball","Germany","1H",1278.784757,72,258948247,"[1401]",90,70,93,69,1,168,168,"Touch","1970-01-01 00:00:00.000001278","M. Özil"
